(internal) id,(source) id,pubmed id,keywords,abstract,title,journal,authors,tags,consensus,labeled_at,cperezl,labeled_at,nicoluarte,labeled_at,general notes (cperezl),population notes (cperezl),intervention/comparator notes (cperezl),outcome notes (cperezl),general notes (nicoluarte),population notes (nicoluarte),intervention/comparator notes (nicoluarte),outcome notes (nicoluarte)
27630465,17077811,17077811,"Animals,Anorexia/chemically induced/metabolism/physiopathology,Anxiety Disorders/chemically induced/metabolism/physiopathology,Appetite/*drug effects/physiology,Appetite Depressants/pharmacology,Appetite Regulation/*drug effects/physiology,Brain/*drug effects/metabolism,Carbolines/*pharmacology,Circadian Rhythm/drug effects/physiology,Dose-Response Relationship, Drug,Feeding Behavior/*drug effects/physiology,Female,Flumazenil/pharmacology,GABA Antagonists/pharmacology,GABA Modulators/pharmacology,*GABA-A Receptor Agonists,GABA-A Receptor Antagonists,Rats,Rats, Wistar,Receptors, GABA-A/metabolism,Stress, Psychological/metabolism/physiopathology","Benzodiazepine receptor inverse agonists reduce food intake in males, but their actions in females, in whom stress-related eating disorders are more common, as well as their behavioral mode of action remain unclear. The consummatory effects of benzodiazepine receptor ligands have alternately been hypothesized to reflect changes in the hedonic evaluation of food or secondary effects of anxiety-related or cognitive properties. To test the anorectic mode of action of benzodiazepine inverse agonists, the effects of FG 7142 on feeding microstructure were studied in nondeprived female Wistar rats (n=32). Microstructure analysis used a novel meal definition that recognizes prandial drinking. On pharmacologically synchronized diestrus I, rats were pretreated (-30 min dark onset) with the benzodiazepine partial inverse agonist FG 7142 (i.p. 0, 3.75, 7.5, 15 mg/kg) in a between-subjects design. FG 7142 delayed the onset of (16-541%), decreased the amount eaten (36-52%) and drunk (63-87%), and reduced the time spent drinking (59-87%) within the first nocturnal meal. Dose-dependent incremental anorexia continued 6 h into the dark cycle, whereas FG 7142 did not suppress the quantity, duration or rate of drinking past the first meal. Treated rats ate smaller meals (17-42%) of normal duration. This reflected that FG 7142 slowed feeding within meals (9-38%) by decreasing the regularity and maintenance of feeding from pellet-to-pellet. FG 7142 did not influence postprandial satiety; meal frequency and inter-meal intervals were unaffected. FG 7142 anorexia was blocked by the benzodiazepine receptor antagonist flumazenil in a 2:1 molar ratio (n=17 rats). The very early, nonspecific (+10 min), but not subsequent (2.5, 4.5 h) feeding-specific phase, of FG 7142 anorexia was mirrored by anxiogenic-like behavior in FG 7142-treated (7.5 mg/kg) female rats (n=48) in the elevated plus-maze. Thus, benzodiazepine receptor inverse agonists preferentially lessen the maintenance of feeding in female rats, effects opposite to those of palatable food.","FG 7142 specifically reduces meal size and the rate and regularity of sustained feeding in female rats: evidence that benzodiazepine inverse agonists reduce food palatability.","Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology","Cottone P and Sabino V and Steardo L and Zorrilla EP","no comparison between intermittent or continuous  food access groups,no comparison between intermittent or continuous  food access groups",-1,,-1,2021-02-23 14:37:32,-1,2021-02-25 14:01:11,,,,,,,,
27630466,23425370,23425370,"Animals,Corticotropin-Releasing Hormone/*genetics/metabolism,Eating,Female,Food Deprivation,Hypothalamus/*metabolism/physiology,Male,Nerve Tissue Proteins/*genetics/metabolism,Rats,Rats, Sprague-Dawley,Relaxin/*genetics/metabolism,*Sex Characteristics,*Stress, Psychological,*Transcription, Genetic,*Weight Gain","This study investigated sex-specific effects of repeated stress and food restriction on food intake, body weight, corticosterone plasma levels and expression of corticotropin-releasing factor (CRF) in the hypothalamus and relaxin-3 in the nucleus incertus (NI). The CRF and relaxin-3 expression is affected by stress, and these neuropeptides produce opposite effects on feeding (anorexigenic and orexigenic, respectively), but sex-specific regulation of CRF and relaxin-3 by chronic stress is not fully understood. Male and female rats were fed ad libitum chow (AC) or ad libitum chow and intermittent palatable liquid Ensure without food restriction (ACE), or combined with repeated food restriction (60% chow, 2 days per week; RCE). Half of the rats were submitted to 1-h restraint stress once a week. In total, seven weekly cycles were applied. The body weight of the RCE stressed male rats significantly decreased, whereas the body weight of the RCE stressed female rats significantly increased compared with the respective control groups. The stressed female RCE rats considerably overate chow during recovery from stress and food restriction. The RCE female rats showed elevated plasma corticosterone levels and low expression of CRF mRNA in the paraventricular hypothalamic nucleus but not in the medial preoptic area. The NI expression of relaxin-3 mRNA was significantly higher in the stressed RCE female rats compared with other groups. An increase in the expression of orexigenic relaxin-3 and misbalanced hypothalamic-pituitary-adrenal axis activity may contribute to the overeating and increased body weight seen in chronically stressed and repeatedly food-restricted female rats.","Sex differences in the effects of chronic stress and food restriction on body weight gain and brain expression of CRF and relaxin-3 in rats.","Genes, brain, and behavior","Lenglos C and Mitra A and Guevremont G and Timofeeva E","",1,,1,2021-02-23 22:55:00,1,2021-02-25 14:02:09,,,,,,,,
27630467,27567524,27567524,"Animals,*Bulimia,*Delay Discounting,Diet, High-Fat/adverse effects,Impulsive Behavior,Male,*Obesity,Rats,Rats, Wistar,Weight Gain","Multiple measures of impulsivity predict both obesity and binge-eating disorder; however, those who binge-eat represent a behaviorally distinct subset of all overweight individuals. In the current experiment, 10 male Wistar rats completed three conditions in counterbalanced order: (a) impulsivity assessed with a delay discounting task; (b) binge-eating measured by consumption of intermittently available Oreo cookies; and (c) diet-induced obesity proneness measured by weight gain when provided with a sweet high-fat diet ad libitum for 2 consecutive weeks. Impulsivity predicted binge-eating but not diet-induced obesity, and binge-eating and proneness to diet-induced obesity were unrelated to each other. The current data represent the first time binge-eating behavior has been associated with impulsivity in rats and suggest that recent interventions which increase subjects' tendencies to choose larger-later rewards in discounting tasks should be tested for their effects on binge-eating behavior.","Delay discounting predicts binge-eating in Wistar rats.","Behavioural processes","Cano AM and Murphy ES and Lupfer G","no comparison between intermittent or continuous  food access groups,no comparison between intermittent or continuous  food access groups",-1,,-1,2021-02-20 20:13:02,-1,2021-02-25 14:02:58,,,,,,,,
27630468,8409822,8409822,"Animals,*Appetitive Behavior,Attention,Columbidae,*Conditioning, Operant,Extinction, Psychological,Male,*Motivation,Rats,Rats, Sprague-Dawley,*Reinforcement Schedule,Species Specificity","Four experiments examined the relationship between rate of reinforcement and resistance to change in rats' and pigeons' responses under simple and multiple schedules of reinforcement. In Experiment 1, 28 rats responded under either simple fixed-ratio, variable-ratio, fixed-interval, or variable-interval schedules; in Experiment 2, 3 pigeons responded under simple fixed-ratio schedules. Under each schedule, rate of reinforcement varied across four successive conditions. In Experiment 3, 14 rats responded under either a multiple fixed-ratio schedule or a multiple fixed-interval schedule, each with two components that differed in rate of reinforcement. In Experiment 4, 7 pigeons responded under either a multiple fixed-ratio or a multiple fixed-interval schedule, each with three components that also differed in rate of reinforcement. Under each condition of each experiment, resistance to change was studied by measuring schedule-controlled performance under conditions with prefeeding, response-independent food during the schedule or during timeouts that separated components of the multiple schedules, and by measuring behavior under extinction. There were no consistent differences between rats and pigeons. There was no direct relationship between rates of reinforcement and resistance to change when rates of reinforcement varied across successive conditions in the simple schedules. By comparison, in the multiple schedules there was a direct relationship between rates of reinforcement and resistance to change during most tests of resistance to change. The major exception was delivering response-independent food during the schedule; this disrupted responding, but there was no direct relationship between rates of reinforcement and resistance to change in simple- or multiple-schedule contexts. The data suggest that rate of reinforcement determines resistance to change in multiple schedules, but that this relationship does not hold under simple schedules.","Tests of behavior momentum in simple and multiple schedules with rats and pigeons.","Journal of the experimental analysis of behavior","Cohen SL and Riley DS and Weigle PA","no comparison between intermittent or continuous  food access groups",1,2021-03-17 00:29:53,1,2021-02-20 19:57:27,-1,2021-02-19 02:44:04,,,,,,,,
27630469,22244188,22244188,"Amylases/analysis,Analysis of Variance,Animals,Body Weight,Electrophoresis, Polyacrylamide Gel,*Light,Male,Mass Spectrometry,Organ Size,*Proteomics,Rats,Rats, Wistar,*Restraint, Physical,Saliva/*chemistry,Salivary Proteins and Peptides/*analysis,*Stress, Physiological,Submandibular Gland/metabolism,Sympathetic Nervous System/*physiopathology","OBJECTIVE: In this study, we have evaluated the effects of stress on functional and proteomic changes in submandibular saliva of rats. DESIGN: Male adult rats were divided in three groups: IMO (2 h/day of immobilization for 7 days), LL (constant light during 20 days), C (unstressed controls submitted to 14 h light-10h dark cycle). Body weight, food intake and the dry weight of submandibular gland were recorded. Saliva samples, collected under anaesthesia following i.p. administration of isoproterenol and pilocarpine (5 mg/kg), were assayed for total proteins (TP), amylase activity and SDS-PAGE electrophoresis. RESULTS: Body weight, food intake and the dry weight of submandibular gland of IMO rats were lower than those of C and LL groups. The salivary volumes secreted in IMO and LL rats, were significantly higher than in controls. The TP output (mug protein/mug saliva/mg of dry tissue) and amylase activity output (AU/mug of saliva/mg of dry tissue) in IMO were significantly higher than in C and LL animals. The electrophoretic pattern of saliva proteins of LL rats, revealed the absence of a protein band of approximately 25 kDa. This band was composed by the common salivary protein-1 and a prolactin-induced protein as identified by peptide mass fingerprinting. CONCLUSIONS: Differences in body weight and food intake between IMO and LL might be attributed to the sort and intensity of stressors stimuli. The changes in the volume of secreted saliva could be a compensatory mechanism in response to stressors. The increase of total protein in IMO rats and the absence of 25 kDa proteins in LL, would suggest that the submandibular glands respond to the sympathetic nervous system stimuli induced by the stress with an increase of activity of the sympathetic nerves in IMO and a reduction in LL rats.","Functional and proteomic analysis of submandibular saliva in rats exposed to chronic stress by immobilization or constant light.","Archives of oral biology","Alterman A and Mathison R and Coronel CE and Stroppa MM and Finkelberg AB and Gallara RV","No measure of food related behavior (lever presses, progressive ratio breaking point, food receptacle approaches, etc),no comparison between intermittent or continuous  food access groups",-1,,-1,2021-02-24 18:56:34,-1,2021-02-27 14:37:12,,,,,,,,
27630470,31306437,31306437,"Animals,Body Temperature/physiology,Eating/*physiology,Estrous Cycle/*physiology,Female,Locomotion/*physiology,Male,Mice,Nose/physiology,Rats,Rodentia","The exclusion of female rodents from biomedical research is well documented and persists in large part due to perceptions that ovulatory cycles render female traits more variable than those of males, and females must be tested at each of four stages of the estrous cycle to generate reliable data. These beliefs are not empirically based. The magnitude of trait variance associated with the estrous cycle may be sufficiently low and of little impact, or trait variability of males tested on 4 consecutive days may be as great as that of females over the 4 days of the estrous cycle. Here, we analyzed food intake data from mice in 4-day blocks, corresponding to the females' 4-day estrous cycle in several schedules of food procurement or reward. Variance was compared within and across individual mice. In no instance did the overall variance differ by sex under any of the food reward schedules. This extends earlier observations of trait variability in body temperature and locomotor activity of mice and supports the claim that there is no empirical basis for excluding female rodents from biomedical research.","Male and female mice show equal variability in food intake across 4-day spans that encompass estrous cycles.","PloS one","Smarr B and Rowland NE and Zucker I","",-1,2021-03-17 00:32:54,1,2021-02-20 19:57:42,-1,2021-02-19 02:47:22,,,,,,,,
27630471,14625061,14625061,"Animals,Body Weight/physiology,Chronic Disease,Corticosterone/blood,Depressive Disorder/blood/*physiopathology,Disease Models, Animal,Eating/physiology,Estrous Cycle/physiology,Female,Food Preferences/*physiology,Male,Organ Size,Rats,Rats, Long-Evans,Rats, Sprague-Dawley,Reward,Sex Factors,Species Specificity,Stress, Physiological/blood/*physiopathology,Sucrose/metabolism","The chronic mild stress (CMS) paradigm was developed in order to simulate in animals the symptom of anhedonia, a major feature of depression. Typically, changes in hedonic status are interpreted from a decrease in either intake or preference for a mild sucrose solution. Although the incidence of clinical depression is significantly higher in women than in men, the study of this disorder in most animal models of depression has been based on the responses of male rodents. The purpose of this study was to compare the effects of 6 weeks of CMS administration among male and female rats of two rat strains, Sprague-Dawley (SD) and Long Evans (LE), with respect to physiological (body, adrenal gland, and spleen weight) and biochemical (plasma corticosterone levels) indices of stress as well as evaluations of 1 and 24 h sucrose intake and preference. Estrous cycle was tracked throughout the study. Overall, our results indicate a slower rate of weight gain in animals, greater in males, exposed to the chronic stressor regime. Furthermore, CMS is shown to disrupt estrous cycling, predominantly in the Long Evans strain of rats. The main behavioral finding was a significant reduction in 24 h sucrose intake in female treated groups, which was not accompanied by alterations in preference. Corticosterone levels were elevated in CMS-treated animals relative to the singly housed control groups, but exposure to a subsequent stressor was not influenced by the stress history. Taken together, the effects of chronic stressor exposure are evident, based on physiological and biochemical indices, although none of the measures distinguished any striking gender specific reactions. The usefulness of sucrose intake or preference as behavioral indices of CMS-induced anhedonia in males and females is modest at best.","Evaluation of the effects of chronic mild stressors on hedonic and physiological responses: sex and strain compared.","Brain research","Konkle AT and Baker SL and Kentner AC and Barbagallo LS and Merali Z and Bielajew C","no comparison between intermittent or continuous  food access groups,no comparison between intermittent or continuous  food access groups",-1,,-1,2021-02-23 23:22:26,-1,2021-02-25 14:03:31,,,,,,,,
27630472,28146472,28146472,"Animals,Eating/physiology/psychology,Energy Metabolism/physiology,Feeding Behavior/*physiology/psychology,Gamma Rhythm/*physiology,Hypothalamus/cytology/*physiology,Learning,Male,Mice,Mice, Inbred C57BL,Neurons/physiology,Reward,Somatostatin/metabolism","Both humans and animals seek primary rewards in the environment, even when such rewards do not correspond to current physiological needs. An example of this is a dissociation between food-seeking behaviour and metabolic needs, a notoriously difficult-to-treat symptom of eating disorders. Feeding relies on distinct cell groups in the hypothalamus, the activity of which also changes in anticipation of feeding onset. The hypothalamus receives strong descending inputs from the lateral septum, which is connected, in turn, with cortical networks, but cognitive regulation of feeding-related behaviours is not yet understood. Cortical cognitive processing involves gamma oscillations, which support memory, attention, cognitive flexibility and sensory responses. These functions contribute crucially to feeding behaviour by unknown neural mechanisms. Here we show that coordinated gamma (30-90 Hz) oscillations in the lateral hypothalamus and upstream brain regions organize food-seeking behaviour in mice. Gamma-rhythmic input to the lateral hypothalamus from somatostatin-positive lateral septum cells evokes food approach without affecting food intake. Inhibitory inputs from the lateral septum enable separate signalling by lateral hypothalamus neurons according to their feeding-related activity, making them fire at distinct phases of the gamma oscillation. Upstream, medial prefrontal cortical projections provide gamma-rhythmic inputs to the lateral septum; these inputs are causally associated with improved performance in a food-rewarded learning task. Overall, our work identifies a top-down pathway that uses gamma synchronization to guide the activity of subcortical networks and to regulate feeding behaviour by dynamic reorganization of functional cell groups in the hypothalamus.","Gamma oscillations organize top-down signalling to hypothalamus and enable food seeking.","Nature","Carus-Cadavieco M and Gorbati M and Ye L and Bender F and van der Veldt S and Kosse C and Borgers C and Lee SY and Ramakrishnan C and Hu Y and Denisova N and Ramm F and Volitaki E and Burdakov D and Deisseroth K and Ponomarenko A and Korotkova T","no comparison between intermittent or continuous  food access groups",-1,2021-03-17 00:34:24,0,2021-02-26 14:48:43,-1,2021-02-27 14:38:02,,,,,,,,
27630473,26631601,26631601,"Animals,*Conditioning, Operant,Female,*Food Deprivation,Motivation,Motor Activity/physiology,Rats,Rats, Long-Evans,*Reinforcement Schedule,Running/*physiology/*psychology","Rats experiencing sessions of 30min free access to wheel running were assigned to ad-lib and food-deprived groups, and given additional sessions of free wheel activity. Subsequently, both ad-lib and deprived rats lever pressed for 60s of wheel running on fixed ratio (FR) 1, variable ratio (VR) 3, VR 5, and VR 10 schedules, and on a response-initiated variable interval (VI) 30s schedule. Finally, the ad-lib rats were switched to food deprivation and the food-deprived rats were switched to free food, as rats continued responding on the response-initiated VI 30-s schedule. Wheel running functioned as reinforcement for both ad-lib and food-deprived rats. Food-deprived rats, however, ran faster and had higher overall lever-pressing rates than free-feeding rats. On the VR schedules, wheel-running rates positively correlated with local and overall lever pressing rates for deprived, but not ad-lib rats. On the response-initiated VI 30s schedule, wheel-running rates and lever-pressing rates changed for ad-lib rats switched to food deprivation, but not for food-deprived rats switched to free-feeding. The overall pattern of results suggested different sources of control for wheel running: intrinsic motivation, contingencies of automatic reinforcement, and food-restricted wheel running. An implication is that generalizations about operant responding for wheel running in food-deprived rats may not extend to wheel running and operant responding of free-feeding animals.","Wheel-running reinforcement in free-feeding and food-deprived rats.","Behavioural processes","Belke TW and Pierce WD","no comparison between intermittent or continuous  food access groups,no comparison between intermittent or continuous  food access groups",-1,,-1,2021-02-23 19:03:47,-1,2021-02-25 14:05:01,,,,,,,,
27630474,27411574,27411574,"Administration, Intravenous,Adult,Brain Mapping,Cues,Discrimination, Psychological/*physiology,*Food,Glucose/*administration & dosage,Humans,Magnetic Resonance Imaging,Male,Mesencephalon/diagnostic imaging/*physiology,Neurons/physiology,Pattern Recognition, Visual/*physiology,Random Allocation,Young Adult","Although early rat studies demonstrated that administration of glucose diminishes dopaminergic midbrain activity, evidence in humans has been lacking so far. In the present functional magnetic resonance imaging study, glucose was intravenously infused in healthy human male participants while seeing images depicting low-caloric food (LC), high-caloric food (HC), and non-food (NF) during a food/NF discrimination task. Analysis of brain activation focused on the ventral tegmental area (VTA) as the origin of the mesolimbic system involved in salience coding. Under unmodulated fasting baseline conditions, VTA activation was greater during HC compared with LC food cues. Subsequent to infusion of glucose, this difference in VTA activation as a function of caloric load leveled off and even reversed. In a control group not receiving glucose, VTA activation during HC relative to LC cues remained stable throughout the course of the experiment. Similar treatment-specific patterns of brain activation were observed for the hypothalamus. The present findings show for the first time in humans that glucose infusion modulates salience coding mediated by the VTA. Hum Brain Mapp 37:4376-4384, 2016. (c) 2016 Wiley Periodicals, Inc.","Glucose modulates food-related salience coding of midbrain neurons in humans.","Human brain mapping","Ulrich M and Endres F and Kolle M and Adolph O and Widenhorn-Muller K and Gron G","study with other mammals other than rat mice",-1,,-1,2021-02-27 20:59:55,-1,2021-03-12 00:54:45,,,,,,,,
